New_ID,STUDID,Course Selected,Nationality,School,Demographic Data,Age,Modes of Learning,Session,Difficulty Level,Course Recommended,Course Rating,field of interest
229,77,Programming & Coding - Python/JAVA/HTML/C/C++,Qatar,GEMS New Millennium School L.L.C,Male,10,offline,48,3,Robotics Innovative Learning,3,ELECTRONICS
230,78,Drone Technology & Aerodynamics,United States,MIS,Female,10,hybrid,24,2,Technology Innovative Learning,3,ROBOTICS
231,78,Arduino,United Arab Emirates,"Amity School, Sharjah",Male,10,offline,48,3,AI,3,ROBOTICS
232,78,Young App Developer,Ukraine,IISD,Male,10,offline,48,3,Robotics Innovative Learning,1,ROBOTICS
233,78,Internet of Things,UAE,Amity International School,Male,10,offline,24,2,AI,5,ROBOTICS
234,79,C++ Programming,Oman,Primus Private School LLC,Female,10,offline,96,4,Robotics Innovative Learning,5,ELECTRONICS
235,79,Game Development,Cook Islands,D.t.e.a,Male,10,offline,96,4,Graphics Designing,1,ELECTRONICS
236,79,French Language Course,Uganda,Regent International Private School,Female,10,online,48,3,Graphics Designing,4,ELECTRONICS
237,79,Artificial Intelligence & Machine Learning,Uganda,Head Start Educational Academy,Male,10,online,24,2,AI,4,ELECTRONICS
238,80,Graphic Designing,New Zealand,Gems FirstPoint School,Female,10,hybrid,96,4,App Development,5,ARTIFICIAL INTELLIGENCE
239,81,Game Development - Microsoft Arcade,Venezuela,St. Mary Catholic High School-Dubai,Male,10,offline,48,3,Coding for kids,1,ELECTRONICS
240,81,Young Game Developer,Korea,Al Adab Iranian Private School for Girls,Male,10,online,24,2,App Development,4,ELECTRONICS
241,81,Young App Developer,Cook Islands,The Indian International School (DSO Branch),Male,10,hybrid,96,4,Technology Innovative Learning,4,ELECTRONICS
242,81,French Language Course,Cook Islands,The School of the Good Shepherd,Female,10,hybrid,24,2,Technology Innovative Learning,3,ELECTRONICS
243,82,Robotics,Canada,NIMS,Female,10,hybrid,48,3,Technology Innovative Learning,4,STEM
244,82,Young Product Designer,United Kingdom,Sunmarke School,Male,10,online,24,2,App Development,5,STEM
245,82,Game Development - Block-Based,Syria,Repton Dubai,Female,10,offline,24,2,Technology Innovative Learning,3,STEM
246,83,Young Game Developer,United Kingdom,Belvedere British School,Male,10,online,8,1,Coding for kids,1,GAME DEVELOPMENT
247,83,Young Honcho,Iran,Holi child auxilliam,Male,10,online,8,1,Coding for kids,1,GAME DEVELOPMENT
248,83,Data Analysis with PythonData Science,China,Lycee Theodore Monot,Male,10,online,96,4,App Development,4,GAME DEVELOPMENT
249,83,Design Thinking and Entrepreneur Program,Palestine,GEMS Modern Academy,Male,11,offline,48,3,Graphics Designing,5,GAME DEVELOPMENT
250,83,STEM Sr,Canada,Belvedere British School,Female,10,offline,24,2,App Development,4,GAME DEVELOPMENT
251,84,Robotics,China,"DPS, Jeslselulic",Male,10,online,8,1,Python,3,CODING
252,85,Game and App Development,Taiwan,Inb Al Haitham government school,Male,10,online,24,2,Robotics Innovative Learning,3,ELECTRONICS
253,85,Technology Innovative Learning,China,Regent International Private School,Male,10,online,24,2,Coding for kids,4,ELECTRONICS
254,85,Game Development,Turkey,Mercer County Technical Schools,Female,10,hybrid,96,4,Game Development,1,ELECTRONICS
255,85,3D Designing & Modelling,Korea,IHS,Female,10,offline,24,2,App Development,5,ELECTRONICS
256,86,3D Designing,Venezuela,Al Naseem International School,Female,10,online,24,2,App Development,3,GAME DEVELOPMENT
257,86,LEGO Robotics,Srilanka,The Indian High School,Female,10,offline,24,2,Python,5,GAME DEVELOPMENT
258,86,Internet of Things,Jordan,Primus Private School LLC,Male,10,hybrid,24,2,App Development,4,GAME DEVELOPMENT
259,86,Young Honcho,Venezuela,ST laurence school Sallins,Male,10,online,96,4,Game Development,1,GAME DEVELOPMENT
260,87,Internet of Things,Poland,"Amity School, Sharjah",Male,10,online,24,2,Graphics Designing,4,DESIGNING AND ANIMATION
261,87,Young Coder,Uganda,"GD Goenka Public School, Agra, India",Female,10,online,48,3,AI,5,DESIGNING AND ANIMATION
262,87,C++ Programming,Oman,GEMS Millenium School,Female,10,offline,24,2,Coding for kids,1,DESIGNING AND ANIMATION
263,87,App Development,Canada,Sheffield Private School,Female,10,online,48,3,Coding for kids,3,DESIGNING AND ANIMATION
264,87,Game and App Development,Cook Islands,Al Manar International school,Male,10,offline,48,3,Robotics Innovative Learning,4,DESIGNING AND ANIMATION
265,88,Game Development - Microsoft Arcade,Oman,direct call,Male,10,hybrid,48,3,Coding for kids,4,GAME DEVELOPMENT
266,89,Graphic Designing,Taiwan,MIS,Male,10,hybrid,24,2,App Development,1,ROBOTICS
267,90,Virtual Robotics & Mechatronics,Pakistan,Dubai International Academy,Male,10,offline,24,2,AI,4,CODING
268,90,Young Product Designer,Srilanka,Habitat School,Female,10,online,48,3,3D Designing,4,CODING
269,90,Robotics,Afghanistan,GEMS Our Own English High School,Male,10,hybrid,24,2,Game Development,1,CODING
270,90,Technology Innovative Learning,Srilanka,International school of Choueifat,Male,10,offline,24,2,AI,4,CODING
271,90,Young Web Developer,Turkey,Sharjah Private International School,Female,10,hybrid,24,2,Game Development,3,CODING
272,91,Scratch Coding,Oman,New millennium school Bahrain,Male,10,hybrid,24,2,Robotics Innovative Learning,5,CODING
273,92,LEGO Robotics,New Zealand,GIIS,Female,10,online,96,4,Coding for kids,5,ROBOTICS
274,92,Young Coder,Uruguay,GEMS Wellington Academy- Al Khail,Male,10,offline,96,4,Coding for kids,1,ROBOTICS
275,93,C++ Programming,Iran,BISES,Male,10,online,48,3,Python,5,DESIGNING AND ANIMATION
276,93,Game Development,Pakistan,Grammar School,Female,10,offline,48,3,Game Development,5,DESIGNING AND ANIMATION
277,94,Microsoft Arcade,Ireland,Wesgreen International School,Female,10,online,8,1,Game Development,4,GAME DEVELOPMENT
278,94,Web Development,Ireland,DPS dubai,Male,10,online,48,3,AI,5,GAME DEVELOPMENT
279,94,JAVA,Jordan,IIS,Male,10,hybrid,8,1,App Development,3,GAME DEVELOPMENT
280,95,Artificial Intelligence & Machine Learning,Canada,Dubai International Academy,Male,10,hybrid,48,3,Game Development,5,ELECTRONICS
281,95,Graphic Designing & Animation,UAE,Apple International School,Male,10,online,24,2,Python,3,ELECTRONICS
282,95,Drone Technology & Aerodynamics,Taiwan,IHS,Male,10,hybrid,48,3,Graphics Designing,5,ELECTRONICS
283,95,LEGO Robotics,China,Mercer County Technical Schools,Male,10,online,24,2,Graphics Designing,3,ELECTRONICS
284,96,Arduino,Armenia,Indian High School,Male,10,online,24,2,3D Designing,1,ROBOTICS
285,96,3D Designing & Modelling,Syria,Inb Al Haitham government school,Male,10,online,48,3,Technology Innovative Learning,3,ROBOTICS
286,96,Tech Innovator,Syria,"DPS, Doha",Male,10,hybrid,96,4,Coding for kids,1,ROBOTICS
287,96,Virtual Robotics & Mechatronics,Singapore,International school of Choueifat,Female,10,online,48,3,AI,4,ROBOTICS
288,96,Coding For KidsCoding for kids,Ireland,Crescent English School,Female,10,hybrid,24,2,Robotics Innovative Learning,5,ROBOTICS
289,97,Internet of Things,USA,Merryland International School,Male,10,offline,48,3,AI,1,ELECTRONICS
290,97,VEX Robotics,Taiwan,Jbcn,Male,10,offline,48,3,AI,3,ELECTRONICS
291,97,3D Designing,United Kingdom,Millennium School SHJ,Male,10,online,8,1,AI,1,ELECTRONICS
292,98,Game Development with Unity,Palestine,AgaKhan,Male,10,offline,24,2,Graphics Designing,4,ARTIFICIAL INTELLIGENCE
293,98,Programming & Coding - Python/JAVA/HTML/C/C++,Nigeria,The International School of Choueifat,Female,10,offline,24,2,AI,1,ARTIFICIAL INTELLIGENCE
294,98,Drone Technology,Ireland,Home,Female,10,offline,24,2,Python,5,ARTIFICIAL INTELLIGENCE
295,99,Game Development - Block-Based,Saudi Arabia,GEHS,Female,10,hybrid,48,3,3D Designing,5,CODING
296,99,Internet of Things,Jordan,Dammam  Middle School,Female,10,hybrid,48,3,Python,4,CODING
297,99,Young Designer,Nigeria,GEMS United School,Female,10,offline,48,3,Game Development,5,CODING
298,100,Arduino,Jordan,Al Basateen Private Nursery,Female,10,hybrid,24,2,3D Designing,1,CODING
299,100,Young Data Scientist,Jordan,Repton Dubai,Female,10,hybrid,48,3,App Development,1,CODING
300,100,Young Game Developer,Iran,Avah Unity,Female,10,offline,24,2,Robotics Innovative Learning,4,CODING
301,100,Space STEM,Uruguay,Cambridge International School Private,Female,10,online,48,3,Technology Innovative Learning,3,CODING
302,100,Young Innovator,Srilanka,DPS,Male,10,online,48,3,App Development,3,CODING
303,101,Young Game Developer,Armenia,Rajagiri Public School,Male,10,offline,48,3,AI,5,ELECTRONICS
304,101,LEGO Robotics,Bahrain,Home,Male,10,offline,24,2,Technology Innovative Learning,4,ELECTRONICS
305,101,Young App Developer,Poland,GIIS,Female,10,hybrid,8,1,3D Designing,4,ELECTRONICS
306,101,Coding For KidsCoding for kids,Iraq,"DPS, Sharjah",Female,10,online,24,2,Technology Innovative Learning,4,ELECTRONICS
307,101,Young Honcho,Pakistan,SJCK Sin Ming,Female,10,offline,48,3,AI,3,ELECTRONICS
308,102,LEGO Robotics,Palestine,Holi child auxillianlm,Female,10,online,96,4,Graphics Designing,5,ELECTRONICS
309,102,Tech Innovator,Oman,Suncity school,Male,10,offline,8,1,AI,3,ELECTRONICS
310,102,Artificial Intelligence for Non Programmers,UAE,Apple International School,Male,10,online,24,2,Python,1,ELECTRONICS
311,102,STEM Sr,Uruguay,Mercer County Technical Schools,Female,11,offline,48,3,AI,4,ELECTRONICS
312,103,Scratch Coding,UAE,Sharjah Private International School,Male,10,online,24,2,AI,1,ARTIFICIAL INTELLIGENCE
313,103,Young Product Designer,Singapore,Indian School Bahrain,Female,10,online,96,4,Coding for kids,4,ARTIFICIAL INTELLIGENCE
314,103,VEX Robotics,Ireland,Colaiste Eoin,Male,10,hybrid,24,2,App Development,4,ARTIFICIAL INTELLIGENCE
315,104,STEM Jr,Jordan,Learning Oasis International School,Male,10,offline,48,3,AI,1,DESIGNING AND ANIMATION
316,104,Artificial Intelligence of Things (AIoT)Augmented & Virtual Reality,Armenia,GEMS Founders School Mizhar,Female,10,hybrid,8,1,App Development,1,DESIGNING AND ANIMATION
317,104,Artificial Intelligence for Non Programmers,United Arab Emirates,Raha international school,Male,10,offline,96,4,AI,4,DESIGNING AND ANIMATION
318,105,Virtual Robotics & Mechatronics,Qatar,our own English high school,Female,10,offline,24,2,Robotics Innovative Learning,4,DESIGNING AND ANIMATION
319,105,3D Designing & Modelling,Qatar,"Camp, Amity ( Al Nadha)",Male,10,hybrid,24,2,App Development,1,DESIGNING AND ANIMATION
320,105,Programming & Coding - Python/JAVA/HTML/C/C++,Palestine,"International Indian School, Jeddah",Female,10,offline,48,3,App Development,1,DESIGNING AND ANIMATION
321,105,Young Game Developer,Egypt,Apeejay school,Male,10,online,96,4,AI,3,DESIGNING AND ANIMATION
322,106,Drone Technology & Aerodynamics,Poland,Kings College Doha,Female,10,hybrid,96,4,Python,4,DESIGNING AND ANIMATION
323,106,Drone Technology,Turkey,The Aquila School,Female,10,online,8,1,Coding for kids,4,DESIGNING AND ANIMATION
324,106,Scratch Coding,Turkey,Apple International School,Male,10,hybrid,96,4,Graphics Designing,4,DESIGNING AND ANIMATION
325,107,Tech Innovator,Iran,AlRaja School,Female,10,online,24,2,AI,1,DESIGNING AND ANIMATION
326,107,Young Web Developer,Ukraine,"DPS, Doha",Female,10,online,24,2,3D Designing,4,DESIGNING AND ANIMATION
327,108,LEGO Robotics,Egypt,Pristine Private School,Female,10,offline,96,4,3D Designing,3,ROBOTICS
328,108,French Language Course,Jordan,Al Watania,Female,10,hybrid,24,2,App Development,3,ROBOTICS
329,108,Artificial Intelligence of Things (AIoT)Augmented & Virtual Reality,UAE,GEMS Our Own English High School,Female,10,offline,48,3,App Development,1,ROBOTICS
330,109,Space STEM,China,Scholars International Academy,Female,10,hybrid,48,3,Graphics Designing,1,ARTIFICIAL INTELLIGENCE
331,109,Microsoft Arcade,Saudi Arabia,AL mawakeb school,Female,10,offline,8,1,App Development,3,ARTIFICIAL INTELLIGENCE
332,109,Young Data Scientist,Palestine,AL mawakeb school,Male,10,online,24,2,AI,4,ARTIFICIAL INTELLIGENCE
333,110,Young Game Developer,Venezuela,Al Rowad international,Male,10,online,48,3,Technology Innovative Learning,4,UNIQUE COURSES
334,110,Game Development,United States,Lodha World School,Female,10,hybrid,96,4,Technology Innovative Learning,3,UNIQUE COURSES
335,111,3D Designing,United States,BISES,Female,10,online,96,4,Technology Innovative Learning,4,CODING
336,111,STEM Jr,Taiwan,Heritage,Male,10,online,24,2,AI,4,CODING
337,111,3D Designing & Modelling,United Arab Emirates,Ambassador International Academy,Male,10,offline,24,2,Game Development,1,CODING
338,111,Technology Innovative Learning,Malaysia,Jumeirah English Speaking School,Female,10,hybrid,96,4,3D Designing,1,CODING
339,112,Web Development,Venezuela,The Philippine School,Male,10,hybrid,48,3,AI,3,DESIGNING AND ANIMATION
340,113,C++ Programming,Iran,Al majd international school,Male,10,hybrid,8,1,Python,4,CODING
341,113,Graphic Designing & Animation,Qatar,Merryland International School,Female,10,online,48,3,Python,4,CODING
342,114,Microsoft Arcade,Switzerland,GEMS Our Own Indian School,Male,10,hybrid,48,3,Technology Innovative Learning,4,ARTIFICIAL INTELLIGENCE
343,114,3D Designing and PrintingApp Design and Development,China,GEMS Wellington International School,Male,10,online,24,2,App Development,1,ARTIFICIAL INTELLIGENCE
344,114,Programming & Coding - Python/JAVA/HTML/C/C++,Canada,Indian learners own academy,Male,10,hybrid,48,3,AI,3,ARTIFICIAL INTELLIGENCE
345,114,Young Entrepreneur,Uruguay,Colaiste Eoin,Male,10,hybrid,48,3,Graphics Designing,1,ARTIFICIAL INTELLIGENCE
346,115,Game Development - Microsoft Arcade,Jordan,Gems Wellington Academy Silicon Oasis,Female,10,online,48,3,Technology Innovative Learning,4,ROBOTICS
347,115,Young Product Designer,Taiwan,School Inb Al Haitham government school,Female,10,online,48,3,Robotics Innovative Learning,4,ROBOTICS
348,116,Electronics for Kids,Jordan,"GD Goenka Public School, Agra, India",Male,10,hybrid,24,2,Graphics Designing,5,GAME DEVELOPMENT
349,117,Young Entrepreneur,Malaysia,Al Watania,Female,10,hybrid,24,2,Technology Innovative Learning,1,ROBOTICS
350,117,VEX Robotics,Afghanistan,Eaton International School,Female,10,offline,8,1,Robotics Innovative Learning,3,ROBOTICS
351,117,Graphic Designing & Animation,Uruguay,KES,Female,10,offline,48,3,Graphics Designing,3,ROBOTICS
352,117,Tech Innovator,USA,Arcadia High School,Male,10,online,24,2,Robotics Innovative Learning,3,ROBOTICS
353,118,Public Speaking & Entrepreneurship,Singapore,"GEMS Cambridge School, Sharjah",Female,10,online,24,2,Python,4,DESIGNING AND ANIMATION
354,119,Internet of Things,UAE,Primus Private School LLC,Male,10,offline,24,2,Game Development,4,ARTIFICIAL INTELLIGENCE
355,120,Game Development,Venezuela,"Millennium School, Shj",Female,10,hybrid,24,2,AI,5,ROBOTICS
356,120,Public Speaking & Entrepreneurship,Uruguay,Jumeirah English Speaking School (Br),Female,10,online,96,4,App Development,4,ROBOTICS
357,120,Game and App Development,Bahrain,LLfp,Female,10,offline,48,3,3D Designing,1,ROBOTICS
358,121,Tech Innovator,Bosnia and Herzegovina,Amity International School,Female,10,online,48,3,App Development,1,DESIGNING AND ANIMATION
359,122,Virtual Robotics & Mechatronics,Singapore,Delhi Private School,Male,10,hybrid,24,2,AI,5,ARTIFICIAL INTELLIGENCE
360,122,Game Development - Block-Based,Uganda,"Middle East International School, Doha,Qatar",Male,10,online,48,3,AI,1,ARTIFICIAL INTELLIGENCE
361,122,Technology Innovative Learning,Armenia,LLfp,Female,10,hybrid,96,4,3D Designing,4,ARTIFICIAL INTELLIGENCE
362,123,JAVA,Singapore,The winchester school jabal ali,Male,10,online,24,2,Coding for kids,4,GAME DEVELOPMENT
363,124,Young Web Developer,Malaysia,Scottish High International School,Female,10,online,24,2,Coding for kids,4,ROBOTICS
364,124,Web Development,China,Swami Vivekanand International School,Male,10,hybrid,96,4,Robotics Innovative Learning,3,ROBOTICS
365,125,App Development,Ireland,Scottish High International School,Female,10,offline,48,3,Technology Innovative Learning,4,ARTIFICIAL INTELLIGENCE
366,125,Artificial Intelligence & Machine Learning,Afghanistan,Rosary School,Female,10,hybrid,96,4,Coding for kids,1,ARTIFICIAL INTELLIGENCE
367,125,3D Designing & Modelling,India,Children academy,Female,10,offline,96,4,Technology Innovative Learning,5,ARTIFICIAL INTELLIGENCE
368,125,VEX Robotics,Jordan,Indian school al Ghubra,Male,10,offline,8,1,AI,5,ARTIFICIAL INTELLIGENCE
369,126,Young Web Developer,New Zealand,United International Private School,Male,10,online,24,2,Graphics Designing,3,DESIGNING AND ANIMATION
370,126,Drone Technology & Aerodynamics,Nigeria,Cambridge Internatinal School,Male,10,hybrid,24,2,AI,5,DESIGNING AND ANIMATION
371,126,Young Innovator,Bosnia and Herzegovina,Private,Male,10,offline,48,3,AI,3,DESIGNING AND ANIMATION
372,126,Programming & Coding - Python/JAVA/HTML/C/C++,Korea,"International Indian School, Jeddah",Male,10,online,24,2,Coding for kids,4,DESIGNING AND ANIMATION
373,126,Graphic Designing,Cuba,"NES International school, mulund west",Male,10,offline,24,2,Technology Innovative Learning,4,DESIGNING AND ANIMATION
374,127,Young App Developer,Iraq,our own English high school,Male,10,hybrid,24,2,AI,3,CODING
375,127,Young Game Developer,Iran,The winchester school jabal ali,Male,10,hybrid,48,3,Python,1,CODING
376,127,Drone Technology,China,Al Manar International school,Male,10,offline,8,1,Technology Innovative Learning,1,CODING
377,128,Graphic Designing & Animation,Afghanistan,Li Englisto,Female,10,hybrid,24,2,Python,4,ROBOTICS
378,128,Design Thinking and Entrepreneur Program,China,GEMS International School- Al Khail,Female,10,hybrid,24,2,Graphics Designing,4,ROBOTICS
379,128,Game and App Development,New Zealand,Jbcn,Male,10,online,96,4,Technology Innovative Learning,5,ROBOTICS
380,128,Game Development - Microsoft Arcade,United Arab Emirates,Hartland International School,Male,10,offline,96,4,AI,1,ROBOTICS
381,128,Coding For KidsCoding for kids,Iran,almanar International school,Female,10,offline,24,2,3D Designing,4,ROBOTICS
382,129,Artificial Intelligence for Non Programmers,Iran,BISES,Female,10,online,48,3,Game Development,1,ELECTRONICS
383,129,Young App Developer,Oman,D.t.e.a,Female,10,offline,96,4,Technology Innovative Learning,1,ELECTRONICS
384,130,HTML Programming,Iraq,Sheffield Private School,Male,10,online,24,2,Technology Innovative Learning,4,UNIQUE COURSES
