Student Name,Student_ID,Previous Course selected,Course Selected,Nationality,School,Demographic Data,Age,Modes of Learning,Session,Field of Interest,Difficulty Level,Course Recommended,Course Rating
student 226,23211,Artificial Intelligence & Machine Learning,LEGO Robotics,Egypt,GEMS Our Own English High School,Female,10.0,online,24,Technology,2,Python,1
student 227,82911,VEX Robotics,Young Innovator,India,Gravi,Male,9.0,offline,24,Technology,2,Graphics Designing,1
student 228,63418,Metaverse,Graphic Designing,Qatar,Ils,Male,10.0,online,48,Science,3,Graphics Designing,4
student 229,65159,Young Game Developer,Graphic Designing,New Zealand,Habitat School,Female,10.0,online,8,Art,1,AI,4
student 230,78427,Virtual Robotics & Mechatronics,Graphic Designing,Egypt,Raha international school,Male,10.0,online,24,Sports,2,Robotics Innovative Learning,5
student 231,79055,Scratch Coding,Python Programming,Saudi Arabia,Private,Male,12.0,online,24,Science,2,Technology Innovative Learning,5
student 232,26105,STEM Jr,Graphic Designing,Iran (Islamic Republic of),SJCK Sin Ming,Male,10.0,online,24,Science,2,Python,4
student 233,19695,STEM Jr,Technology Innovative Learning,KSA,Al Arqm Private School,Male,10.0,online,8,Mathematics,1,3D Designing,5
student 234,14851,Young Game Developer,Graphic Designing,Uganda,IIS,Female,10.0,online,24,Science,2,App Development,4
student 235,81613,HTML Programming,Graphic Designing,Cook Islands,Gems Wellington Academy Silicon Oasis,Female,10.0,offline,8,Technology,1,Python,5
student 236,87751,Young Data Scientist,Graphic Designing,Nigeria,GHIS,Male,10.0,offline,48,Art,3,AI,5
student 237,74143,Young Designer,Graphic Designing,Taiwan,St marys icse,Male,10.0,hybrid,24,Music,2,3D Designing,3
student 238,74736,Young Coder,3D Designing,UAE,Father Agnel School,Male,10.0,offline,24,Art,2,Graphics Designing,5
student 239,74233,Young Game Developer,Graphic Designing,India,KES,Male,10.0,offline,48,Technology,3,Python,4
student 240,78072,JAVA,Graphic Designing & Animation,Turkey,Father Agnel School,Male,10.0,hybrid,24,Art,2,3D Designing,5
student 241,72659,3D Designing & Modelling,Graphic Designing,Uruguay,GEMS New Millennium School L.L.C,Female,10.0,offline,48,Sports,3,Robotics Innovative Learning,3
student 242,70279,STEM Sr,Graphic Designing,India,MIS,Female,10.0,hybrid,24,Science,2,Technology Innovative Learning,3
student 243,98323,Graphic Designing,Graphic Designing,United Kingdom,"Amity School, Sharjah",Female,10.0,offline,48,Sports,3,AI,3
student 244,78683,LEGO Robotics,Graphic Designing,Iraq,IISD,Male,10.0,offline,48,Science,3,Robotics Innovative Learning,1
student 245,51512,STEM Jr,Graphic Designing & Animation,Switzerland,Amity International School,Male,10.0,offline,24,Music,2,AI,5
student 246,47557,Augmented & Virtual Reality,Graphic Designing & Animation,Iran (Islamic Republic of),Primus Private School LLC,Male,10.0,offline,96,Sports,4,Robotics Innovative Learning,5
student 247,25350,French Language Course,Robotics,Venezuela,D.t.e.a,Male,10.0,offline,96,Music,4,Graphics Designing,1
student 248,95290,Young Honcho,Graphic Designing,Jordan,Regent International Private School,Female,10.0,online,48,Science,3,Graphics Designing,4
student 249,46117,Public Speaking & Entrepreneurship,Graphic Designing & Animation,India,Head Start Educational Academy,Female,10.0,online,24,Art,2,AI,4
student 250,23200,Young Designer,Graphic Designing,Jordan,Gems FirstPoint School,Female,10.0,hybrid,96,Science,4,App Development,5
student 251,63815,HTML Programming,Graphic Designing & Animation,Switzerland,St. Mary Catholic High School-Dubai,Female,10.0,offline,48,Sports,3,Coding for kids,1
student 252,56705,Artificial Intelligence,Graphic Designing & Animation,United Kingdom,Al Adab Iranian Private School for Girls,Male,10.0,online,24,Music,2,App Development,4
student 253,15749,Young Designer,Graphic Designing & Animation,Uruguay,The Indian International School (DSO Branch),Female,10.0,hybrid,96,Art,4,Technology Innovative Learning,4
student 254,30864,Drone Technology & Aerodynamics,Graphic Designing,Nigeria,The School of the Good Shepherd,Female,10.0,hybrid,24,Sports,2,Technology Innovative Learning,3
student 255,46010,App Design and Development,Graphic Designing,Russia,NIMS,Male,10.0,hybrid,48,Music,3,Technology Innovative Learning,4
student 256,99095,Drone Technology & Aerodynamics,Graphic Designing,Uruguay,Sunmarke School,Female,10.0,online,24,Mathematics,2,App Development,5
student 257,14549,Electronics Program,Graphic Designing & Animation,KSA,Repton Dubai,Female,10.0,offline,24,Technology,2,Technology Innovative Learning,3
student 258,84100,Artificial Intelligence,Graphic Designing,Switzerland,Belvedere British School,Male,10.0,online,8,Science,1,Coding for kids,1
student 259,83755,Graphic Designing & Animation,Graphic Designing & Animation,New Zealand,Holi child auxilliam,Male,10.0,online,8,Sports,1,Coding for kids,1
student 260,49000,Young Entrepreneur,Graphic Designing,Syria,Lycee Theodore Monot,Male,10.0,online,96,Sports,4,App Development,4
student 261,32639,3D Designing and Printing,Technology Innovative Learning,Srilanka,GEMS Modern Academy,Male,11.0,offline,48,Music,3,Graphics Designing,5
student 262,10195,Drone Technology,Graphic Designing & Animation,Afghanistan,Belvedere British School,Male,10.0,offline,24,Science,2,App Development,4
student 263,18140,Technology Innovative Learning,Graphic Designing & Animation,Canada,"DPS, Jeslselulic",Female,10.0,online,8,Art,1,Python,3
student 265,16611,Web Development,Graphic Designing & Animation,Pakistan,Inb Al Haitham government school,Male,10.0,online,24,Mathematics,2,Robotics Innovative Learning,3
student 266,77756,App Design and Development,Graphic Designing & Animation,United States,Regent International Private School,Male,10.0,online,24,Sports,2,Coding for kids,4
student 267,71812,App Design and Development,Graphic Designing,Poland,Mercer County Technical Schools,Male,10.0,hybrid,96,Sports,4,Game Development,1
student 268,79545,Scratch Coding,Graphic Designing & Animation,Bosnia and Herzegovina,IHS,Female,10.0,offline,24,Technology,2,App Development,5
student 269,15761,Game Development with Unity,Graphic Designing,Egypt,Al Naseem International School,Male,10.0,online,24,Technology,2,App Development,3
student 270,98708,Game and App Development,Graphic Designing,Korea,The Indian High School,Male,10.0,offline,24,Music,2,Python,5
student 271,34347,STEM Jr,Graphic Designing & Animation,Canada,Primus Private School LLC,Male,10.0,hybrid,24,Science,2,App Development,4
student 272,96993,Public Speaking & Entrepreneurship,Graphic Designing & Animation,Turkey,ST laurence school Sallins,Male,10.0,online,96,Music,4,Game Development,1
student 273,59500,Drone Technology,Graphic Designing & Animation,China,"Amity School, Sharjah",Female,10.0,online,24,Science,2,Graphics Designing,4
student 274,69294,Internet of Things,Graphic Designing,India,"GD Goenka Public School, Agra, India",Female,10.0,online,48,Music,3,AI,5
student 275,57710,Space STEM,Graphic Designing,Venezuela,GEMS Millenium School,Female,10.0,offline,24,Technology,2,Coding for kids,1
student 276,83022,Game Development,Graphic Designing,Palestine,Sheffield Private School,Male,10.0,online,48,Art,3,Coding for kids,3
student 277,98638,Young Designer,Graphic Designing & Animation,Venezuela,Al Manar International school,Female,10.0,offline,48,Technology,3,Robotics Innovative Learning,4
student 278,60087,Game Development - Microsoft Arcade,Graphic Designing,Canada,direct call,Female,10.0,hybrid,48,Art,3,Coding for kids,4
student 279,65927,Augmented & Virtual Reality,Graphic Designing,Egypt,MIS,Female,10.0,hybrid,24,Sports,2,App Development,1
student 280,36326,Artificial Intelligence & Machine Learning,Graphic Designing & Animation,Cameroon,Dubai International Academy,Male,10.0,offline,24,Science,2,AI,4
student 281,69169,Game Development with Unity,Graphic Designing & Animation,Cameroon,Habitat School,Male,10.0,online,48,Science,3,3D Designing,4
student 282,46894,Young Entrepreneur,Technology Innovative Learning,Oman,GEMS Our Own English High School,Female,10.0,hybrid,24,Sports,2,Game Development,1
student 283,21735,App Design and Development,Technology Innovative Learning,Iraq,International school of Choueifat,Female,10.0,offline,24,Sports,2,AI,4
student 284,76577,LEGO Robotics,Graphic Designing,Pakistan,Sharjah Private International School,Female,10.0,hybrid,24,Science,2,Game Development,3
student 285,50521,STEM Jr,Graphic Designing,New Zealand,New millennium school Bahrain,Female,10.0,hybrid,24,Mathematics,2,Robotics Innovative Learning,5
student 286,95777,JAVA,Graphic Designing,Jordan,GIIS,Male,10.0,online,96,Mathematics,4,Coding for kids,5
student 287,86732,Electronics Program,Robotics,Switzerland,GEMS Wellington Academy- Al Khail,Female,10.0,offline,96,Technology,4,Coding for kids,1
student 288,89591,Young Game Developer,Technology Innovative Learning,Cameroon,BISES,Female,10.0,online,48,Sports,3,Python,5
student 289,76547,Design Thinking and Entrepreneur Program,Graphic Designing & Animation,Qatar,Grammar School,Male,10.0,offline,48,Music,3,Game Development,5
student 290,13394,Robotics,Graphic Designing & Animation,USA,Wesgreen International School,Female,10.0,online,8,Mathematics,1,Game Development,4
student 291,55230,Young Data Scientist,Graphic Designing & Animation,Russia,DPS dubai,Male,10.0,online,48,Science,3,AI,5
student 292,49086,LEGO Robotics,Graphic Designing & Animation,Turkey,IIS,Female,10.0,hybrid,8,Technology,1,App Development,3
student 293,45677,Graphic Designing,Graphic Designing,Iran (Islamic Republic of),Dubai International Academy,Female,10.0,hybrid,48,Music,3,Game Development,5
student 294,32649,Game and App Development,Python Programming,Cameroon,Apple International School,Male,10.0,online,24,Art,2,Python,3
student 295,19804,Game Development with Unity,Graphic Designing & Animation,Qatar,IHS,Female,10.0,hybrid,48,Mathematics,3,Graphics Designing,5
student 296,49080,Augmented & Virtual Reality,Graphic Designing & Animation,KSA,Mercer County Technical Schools,Male,10.0,online,24,Mathematics,2,Graphics Designing,3
student 298,26650,Metaverse,3D Designing & Modelling,Cuba,Indian High School,Male,10.0,online,24,Art,2,3D Designing,1
student 299,34654,3D Designing & Modelling,Graphic Designing & Animation,Nigeria,Inb Al Haitham government school,Male,10.0,online,48,Technology,3,Technology Innovative Learning,3
student 300,71880,STEM Jr,Artificial Intelligence,Nigeria,"DPS, Doha",Male,10.0,hybrid,96,Mathematics,4,Coding for kids,1
student 301,30778,3D Designing & Modelling,3D Designing & Modelling,IndiaSpain,International school of Choueifat,Male,10.0,online,48,Technology,3,AI,4
student 302,49114,Artificial Intelligence of Things (AIoT),3D Designing & Modelling,Saudi Arabia,Crescent English School,Male,10.0,hybrid,24,Science,2,Robotics Innovative Learning,5
student 303,71041,Young Product Designer,Graphic Designing & Animation,Switzerland,Merryland International School,Male,10.0,offline,48,Technology,3,AI,1
student 304,80854,Game Development - Block-Based,Robotics,IndiaSpain,Jbcn,Female,10.0,offline,48,Sports,3,AI,3
student 305,67388,Arduino,Graphic Designing,Venezuela,Millennium School SHJ,Male,10.0,online,8,Technology,1,AI,1
student 306,32392,Virtual Robotics & Mechatronics,Technology Innovative Learning,UAE,AgaKhan,Male,10.0,offline,24,Art,2,Graphics Designing,4
student 307,95912,Design Thinking and Entrepreneur Program,Technology Innovative Learning,Turkey,The International School of Choueifat,Male,10.0,offline,24,Mathematics,2,AI,1
student 308,36284,Augmented & Virtual Reality,3D Designing,China,Home,Male,10.0,offline,24,Art,2,Python,5
student 309,43099,App Design and Development,Robotics,Cook Islands,GEHS,Male,10.0,hybrid,48,Science,3,3D Designing,5
student 310,67748,Virtual Robotics & Mechatronics,Technology Innovative Learning,Syria,Dammam  Middle School,Female,10.0,hybrid,48,Technology,3,Python,4
student 311,19368,Young Entrepreneur,Graphic Designing & Animation,Jordan,GEMS United School,Female,10.0,offline,48,Music,3,Game Development,5
student 312,34487,Young App Developer,Graphic Designing & Animation,Turkey,Al Basateen Private Nursery,Male,10.0,hybrid,24,Mathematics,2,3D Designing,1
student 313,24981,Python Programming,Graphic Designing,Armenia,Repton Dubai,Female,10.0,hybrid,48,Technology,3,App Development,1
student 314,92008,French Language Course,Graphic Designing & Animation,Taiwan,Avah Unity,Female,10.0,offline,24,Science,2,Robotics Innovative Learning,4
student 315,37311,C Programming,Robotics,Syria,Cambridge International School Private,Male,10.0,online,48,Science,3,Technology Innovative Learning,3
student 316,87176,JAVA,Robotics,Malaysia,DPS,Female,10.0,online,48,Science,3,App Development,3
student 317,90806,Metaverse,Graphic Designing & Animation,Oman,Rajagiri Public School,Female,10.0,offline,48,Sports,3,AI,5
student 318,22490,Drone Technology,Graphic Designing & Animation,India,Home,Female,10.0,offline,24,Mathematics,2,Technology Innovative Learning,4
student 319,59347,Game Development - Microsoft Arcade,Graphic Designing,Cuba,GIIS,Male,10.0,hybrid,8,Technology,1,3D Designing,4
student 320,89502,Game Development with Unity,Graphic Designing & Animation,Egypt,"DPS, Sharjah",Female,10.0,online,24,Music,2,Technology Innovative Learning,4
student 321,56351,Young Product Designer,3D Designing,Jordan,SJCK Sin Ming,Male,10.0,offline,48,Science,3,AI,3
student 322,87627,Technology Innovative Learning,3D Designing,Uganda,Holi child auxillianlm,Female,10.0,online,96,Art,4,Graphics Designing,5
student 324,26859,Data Analysis with Python,LEGO Robotics,Switzerland,Suncity school,Female,10.0,offline,8,Art,1,AI,3
student 325,27747,Young Honcho,Robotics,Venezuela,Apple International School,Female,10.0,online,24,Mathematics,2,Python,1
student 326,34262,Young App Developer,Virtual Robotics & Mechatronics,United States,Mercer County Technical Schools,Male,11.0,offline,48,Sports,3,AI,4
student 328,87021,Game and App Development,Graphic Designing,Venezuela,Sharjah Private International School,Male,10.0,online,24,Mathematics,2,AI,1
student 329,41746,Game and App Development,Graphic Designing,Uruguay,Indian School Bahrain,Male,10.0,online,96,Art,4,Coding for kids,4
student 330,72592,Data Science,Robotics,Uganda,Colaiste Eoin,Male,10.0,hybrid,24,Music,2,App Development,4
student 331,98034,Drone Technology,Public Speaking & Entrepreneurship,India,Learning Oasis International School,Male,10.0,offline,48,Sports,3,AI,1
student 332,94848,Young Product Designer,Graphic Designing,UAE,GEMS Founders School Mizhar,Male,10.0,hybrid,8,Technology,1,App Development,1
student 333,45267,Young Web Developer,Graphic Designing,Canada,Raha international school,Male,10.0,offline,96,Art,4,AI,4
student 334,79733,Artificial Intelligence for Non Programmers,Graphic Designing,Uganda,our own English high school,Female,10.0,offline,24,Music,2,Robotics Innovative Learning,4
student 335,62858,VEX Robotics,Artificial Intelligence,Jordan,"Camp, Amity ( Al Nadha)",Female,10.0,hybrid,24,Mathematics,2,App Development,1
student 336,54092,Game Development,Python Programming,India,"International Indian School, Jeddah",Female,10.0,offline,48,Art,3,App Development,1
student 337,39274,3D Designing and Printing,Young Innovator,India,Apeejay school,Female,10.0,online,96,Science,4,AI,3
